iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
CHE,Europe,Switzerland,2021-06-27,702507.0,0.0,125.714,10882.0,0.0,2.0,81171.347,0.0,14.526,1257.363,0.0,0.231,0.53,,,,,,,,,17253.0,7778208.0,898.735,1.994,19097.0,2.207,0.008,125.0,tests performed,6982371.0,4200200.0,2782171.0,93507.0,79364.0,80.68,48.53,32.15,9170.0,48.15,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,
SYR,Asia,Syria,2021-06-27,25404.0,39.0,40.857,1867.0,3.0,3.143,1451.603,2.228,2.335,106.682,0.171,0.18,1.16,,,,,,,,,,,,,,,,,,108276.0,102319.0,5957.0,,2450.0,0.62,0.58,0.03,140.0,,17500657.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,
TWN,Asia,Taiwan,2021-06-27,14634.0,89.0,89.857,632.0,9.0,11.857,614.441,3.737,3.773,26.536,0.378,0.498,0.75,,,,,,,,,24663.0,1213717.0,50.961,1.036,27340.0,1.148,0.004,237.7,people tested,1926973.0,1890292.0,36681.0,70249.0,55034.0,8.09,7.94,0.15,2311.0,68.52,23816775.0,,42.2,,8.353,,,103.957,,,,,,80.46,,
TJK,Asia,Tajikistan,2021-06-27,13439.0,24.0,18.714,90.0,0.0,0.0,1409.048,2.516,1.962,9.436,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,132075.0,116341.0,15734.0,,4195.0,1.38,1.22,0.16,440.0,21.3,9537642.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,
TZA,Africa,Tanzania,2021-06-27,509.0,0.0,0.0,21.0,0.0,0.0,8.521,0.0,0.0,0.352,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,59734213.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,
THA,Asia,Thailand,2021-06-27,244447.0,3995.0,3759.429,1912.0,42.0,40.429,3502.107,57.235,53.86,27.393,0.602,0.579,1.09,,,,,,,,,61372.0,7833796.0,112.232,0.879,61115.0,0.876,,,tests performed,8981478.0,6435308.0,2546170.0,324055.0,214056.0,12.87,9.22,3.65,3067.0,53.7,69799978.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,
TLS,Asia,Timor,2021-06-27,9035.0,56.0,46.857,21.0,0.0,0.286,6852.785,42.474,35.54,15.928,0.0,0.217,0.74,,,,,,,,,,125244.0,94.994,,,,,,tests performed,189266.0,166148.0,23118.0,,11248.0,14.36,12.6,1.75,8531.0,58.8,1318442.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,
TGO,Africa,Togo,2021-06-27,13816.0,28.0,13.571,128.0,0.0,0.0,1668.854,3.382,1.639,15.461,0.0,0.0,0.93,,,,,,,,,970.0,356186.0,43.024,0.117,995.0,0.12,0.01,104.0,tests performed,,,,,,,,,,42.59,8278737.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,
TON,Oceania,Tonga,2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28667.0,,,,,27.12,,,,105697.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,
TTO,North America,Trinidad and Tobago,2021-06-27,32198.0,129.0,225.571,817.0,17.0,11.429,23006.936,92.176,161.181,583.784,12.147,8.166,0.79,,,,,,,,,4512.0,223080.0,159.401,3.224,1308.0,0.935,0.175,5.7,people tested,275675.0,204249.0,71426.0,7850.0,8526.0,19.7,14.59,5.1,6092.0,74.07,1399491.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,
TUN,Africa,Tunisia,2021-06-27,407017.0,3524.0,3438.143,14654.0,75.0,88.0,34438.629,298.174,290.909,1239.908,6.346,7.446,1.16,,,,,,,,,11418.0,1648646.0,139.496,0.966,8344.0,0.706,0.343,2.9,people tested,1685739.0,1223985.0,461754.0,23884.0,28459.0,14.26,10.36,3.91,2408.0,69.44,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,
TUR,Asia,Turkey,2021-06-27,5409027.0,4883.0,5532.571,49576.0,52.0,55.857,64134.3,57.897,65.599,587.818,0.617,0.662,0.95,,,,,,,,,223385.0,59444650.0,704.829,2.649,220684.0,2.617,0.025,39.5,tests performed,47773102.0,32857375.0,14915727.0,693474.0,737103.0,56.64,38.96,17.69,8740.0,63.43,84339067.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,
TCA,North America,Turks and Caicos Islands,2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38110.0,22700.0,15410.0,,92.0,98.43,58.63,39.8,2376.0,,38718.0,37.312,,,,,,,,,,,,80.22,,
TUV,Oceania,Tuvalu,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4772.0,4772.0,,,169.0,40.47,40.47,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
UGA,Africa,Uganda,2021-06-27,78394.0,889.0,978.714,903.0,35.0,34.714,1713.867,19.436,21.397,19.742,0.765,0.759,1.21,,,,,,,,,9079.0,1287020.0,28.137,0.198,8343.0,0.182,0.152,6.6,samples tested,843039.0,843039.0,,1410.0,3054.0,1.84,1.84,,67.0,47.22,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,
UKR,Europe,Ukraine,2021-06-27,2297801.0,819.0,952.286,54498.0,25.0,46.714,52540.67,18.727,21.775,1246.131,0.572,1.068,0.66,,,,,,,,,19481.0,10759153.0,246.015,0.445,18487.0,0.423,0.048,20.8,tests performed,2484766.0,1904878.0,579888.0,18631.0,56896.0,5.68,4.36,1.33,1301.0,58.33,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,
ARE,Asia,United Arab Emirates,2021-06-27,626936.0,2122.0,2129.571,1796.0,4.0,5.571,63388.336,214.551,215.317,181.59,0.404,0.563,1.02,,,,,,,,,282345.0,56085301.0,5670.681,28.547,260832.0,26.372,0.008,128.8,tests performed,15073743.0,,,30516.0,80160.0,152.41,,,8105.0,60.65,9890400.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,
GBR,Europe,United Kingdom,2021-06-27,4748644.0,14633.0,14653.714,128364.0,11.0,17.714,69950.265,215.553,215.858,1890.876,0.162,0.261,1.37,259.0,3.815,1505.0,22.17,,,1554.0,22.891,1150834.0,201822459.0,2972.961,16.952,1011931.0,14.906,0.011,90.6,tests performed,76774990.0,44314799.0,32460191.0,433946.0,352924.0,113.09,65.28,47.82,5199.0,51.39,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,
USA,North America,United States,2021-06-27,33624983.0,3484.0,11870.857,603966.0,75.0,306.0,101585.239,10.526,35.863,1824.656,0.227,0.924,0.88,3624.0,10.949,12327.0,37.241,,,13413.0,40.522,233813.0,463986720.0,1401.761,0.706,468219.0,1.415,0.024,41.7,tests performed,323327328.0,179261269.0,153028665.0,1204225.0,765846.0,96.68,53.6,45.76,2290.0,,331002647.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
URY,South America,Uruguay,2021-06-27,365866.0,1007.0,1571.571,5494.0,20.0,31.857,105323.763,289.89,452.417,1581.587,5.758,9.171,0.8,,,,,,,,,16916.0,2710714.0,780.347,4.87,16257.0,4.68,0.121,8.3,tests performed,3773475.0,2208752.0,1564723.0,42090.0,33543.0,108.63,63.58,45.04,9656.0,63.89,3473727.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,
UZB,Asia,Uzbekistan,2021-06-27,109223.0,493.0,456.857,729.0,2.0,1.571,3263.389,14.73,13.65,21.781,0.06,0.047,1.2,,,,,,,,,,,,,,,,,,2695058.0,1623764.0,1002919.0,,39902.0,8.05,4.85,3.0,1192.0,41.67,33469199.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,
VUT,Oceania,Vanuatu,2021-06-27,4.0,0.0,0.0,1.0,0.0,0.0,13.023,0.0,0.0,3.256,0.0,0.0,,,,,,,,,,,,,,,,,,,7462.0,7462.0,,,419.0,2.43,2.43,,1364.0,22.22,307150.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,
VAT,Europe,Vatican,2021-06-27,27.0,0.0,0.0,,,0.0,33374.536,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,,,,,,,,,,,,,75.12,,
VEN,South America,Venezuela,2021-06-27,269635.0,1286.0,1270.714,3068.0,13.0,15.714,9482.189,45.224,44.687,107.892,0.457,0.553,0.99,,,,,,,,,,,,,,,,,,1466988.0,1223130.0,223858.0,,23428.0,5.16,4.3,0.79,824.0,,28435943.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,
VNM,Asia,Vietnam,2021-06-27,15740.0,415.0,354.571,76.0,2.0,1.429,161.704,4.263,3.643,0.781,0.021,0.015,1.14,,,,,,,,,59363.0,5043551.0,51.815,0.61,65901.0,0.677,0.005,213.7,samples tested,3386607.0,3229471.0,157136.0,87375.0,137709.0,3.48,3.32,0.16,1415.0,77.31,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,
WLF,Oceania,Wallis and Futuna,2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8834.0,4532.0,4302.0,,27.0,78.55,40.3,38.25,2401.0,,11246.0,,,,,,,,,,,,,79.94,,
OWID_WRL,,World,2021-06-27,181093405.0,309453.0,372091.571,3923066.0,5948.0,8126.714,23232.595,39.7,47.736,503.293,0.763,1.043,0.94,,,,,,,,,,,,,,,,,,2962355875.0,1796972595.0,826412860.0,35240916.0,41966983.0,38.0,23.05,10.6,5384.0,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,
YEM,Asia,Yemen,2021-06-27,6908.0,2.0,3.286,1360.0,2.0,0.714,231.61,0.067,0.11,45.598,0.067,0.024,0.73,,,,,,,,,,,,,,,,,,251385.0,251385.0,,,3252.0,0.84,0.84,,109.0,39.81,29825968.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,
ZMB,Africa,Zambia,2021-06-27,148568.0,2537.0,2790.714,2022.0,55.0,54.0,8081.394,138.001,151.802,109.987,2.992,2.937,1.59,,,,,,,,,12880.0,1814441.0,98.697,0.701,10808.0,0.588,0.243,4.1,tests performed,151205.0,142125.0,9080.0,729.0,359.0,0.82,0.77,0.05,20.0,60.19,18383956.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,
ZWE,Africa,Zimbabwe,2021-06-27,46442.0,424.0,666.143,1736.0,11.0,9.143,3124.687,28.527,44.819,116.801,0.74,0.615,1.89,,,,,,,,,4888.0,619296.0,41.667,0.329,3978.0,0.268,0.121,8.2,tests performed,1193315.0,725582.0,467733.0,26466.0,9604.0,8.03,4.88,3.15,646.0,67.59,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,
